ID,Ecosystem,Prior_land_use,Restoration_strategy,Restoration_time,Fungal group,Metrics,Restored_Mean,Degraded_Mean,Restored_SD,Degraded_SD,Restored_SS,Degraded_SS
SB102,Forest,Monoculture plantation,Passive,40,Total,Richness_OTU,927.136,865.913,144.9553321,122.316,3,4
SB102,Forest,Monoculture plantation,Passive,55,Total,Richness_OTU,672.78,865.913,122.6551779,122.316,3,4
SB030,Forest,Deforestation,Active,26,Total,Richness_OTU,612.977,929.0076,77.72517739,219.852,8,9
SB006,Grassland,Pasture,Passive,20,Total,Richness_OTU,856,937,85.6,93.7,3,3
SB006,Grassland,Pasture,Active,20,Total,Richness_OTU,1044,937,104.4,93.7,3,3
SB006,Grassland,Pasture,Active,20,Total,Richness_OTU,1084,937,108.4,93.7,3,3
SB006,Grassland,Pasture,Active,20,Total,Richness_OTU,1003,937,100.3,93.7,3,3
SB053,Forest,Agriculture,Passive,30,Total,Richness_OTU,2870,972,1188,55.90169944,4,5
SB053,Forest,Agriculture,Passive,120,Total,Richness_OTU,2913,972,564,55.90169944,4,5
SB077,Forest,Monoculture plantation,Active,11,Total,Richness_OTU,874.246,992.469,186.0707542,276.606,3,4
SB077,Forest,Monoculture plantation,Active,11,Total,Richness_OTU,842.243,992.469,265.1769786,276.606,3,4
SB114,Forest,Deforestation,Passive,30,Total,Richness_OTU,781,1055,273.8199122,515.3890383,3,3
SB114,Forest,Deforestation,Passive,30,Total,Richness_OTU,1015,1055,96.45790947,515.3890383,3,3
SB114,Forest,Deforestation,Passive,30,Total,Richness_OTU,1105,1055,230.4320394,515.3890383,3,3
SB130,Forest,Monoculture plantation,Active,7,Total,Richness_OTU,1436.496,1156.204,212.3961944,262.772,3,4
SB130,Forest,Monoculture plantation,Active,13,Total,Richness_OTU,1655.474,1156.204,273.0820585,262.772,3,4
SB130,Forest,Monoculture plantation,Active,23,Total,Richness_OTU,1795.62,1156.204,136.5410293,262.772,3,4
SB180,Grassland,Pasture,Active,4,Total,Richness_OTU,1196,1160,119.6,116,3,3
SB027,Grassland,Pasture,Passive,10,Total,Richness_OTU,1070.7,1244,176.1495671,48.4,3,4
SB027,Grassland,Pasture,Passive,25,Total,Richness_OTU,1367.3,1244,71.53369835,48.4,3,4
SB027,Grassland,Pasture,Passive,35,Total,Richness_OTU,855.7,1244,127.4789394,48.4,3,4
SB153,Grassland,Pasture,Passive,22,Total,Richness_OTU,1219.25,1302,198.9606763,156.42,3,4
SB154,Forest,Agriculture,Active,24,Total,Richness_OTU,1510,1351,151,135.1,3,4
SB154,Forest,Agriculture,Active,24,Total,Richness_OTU,396,1351,39.6,135.1,3,4
SB154,Forest,Agriculture,Active,24,Total,Richness_OTU,840,1351,84,135.1,3,4
SB154,Forest,Agriculture,Active,24,Total,Richness_OTU,958,1351,95.8,135.1,3,4
SB154,Forest,Agriculture,Active,24,Total,Richness_OTU,1000,1351,100,135.1,3,4
SB154,Forest,Agriculture,Active,24,Total,Richness_OTU,430,1351,43,135.1,3,4
SB079,Grassland,Pasture,Passive,5,Total,Richness_OTU,1532,1456,153.2,145.6,3,4
SB079,Grassland,Pasture,Passive,10,Total,Richness_OTU,1609,1456,160.9,145.6,3,4
SB079,Grassland,Pasture,Passive,15,Total,Richness_OTU,1645,1456,164.5,145.6,3,4
SB079,Grassland,Pasture,Passive,25,Total,Richness_OTU,1678,1456,167.8,145.6,3,4
SB079,Grassland,Pasture,Passive,30,Total,Richness_OTU,1723,1456,172.3,145.6,3,4
SB118,Grassland,Agriculture,Active,2.5,Total,Richness_OTU,1749,1689,259.3838854,252.2974435,5,6
SB118,Grassland,Agriculture,Active,11,Total,Richness_OTU,1644,1689,245.9674775,252.2974435,5,6
SB118,Grassland,Agriculture,Active,16,Total,Richness_OTU,1735,1689,313.0495168,252.2974435,5,6
SB186,Grassland,Pasture,Passive,20,Total,Richness_OTU,2032,1804.8,203.2,180.48,4,5
SB186,Grassland,Pasture,Passive,40,Total,Richness_OTU,2158.5,1804.8,215.85,180.48,4,5
SB173,Forest,Pasture,Passive,23,Total,Richness_OTU,6776.859504,5759.297521,1241.116929,659.379529,4,4
SB173,Forest,Pasture,Passive,47,Total,Richness_OTU,5149.793388,5759.297521,1536.25125,659.379529,4,4
SB173,Forest,Pasture,Passive,68,Total,Richness_OTU,3879.132231,5759.297521,1130.839998,659.379529,4,4
SB101,Grassland,Agriculture,Passive,24,Total,Richness_OTU,8956,8752,369,493.315315,9,10
SB101,Grassland,Agriculture,Active,24,Total,Richness_OTU,8814,8752,474,493.315315,9,10
SB101,Grassland,Agriculture,Active,24,Total,Richness_OTU,8746,8752,480,493.315315,9,10
SB101,Grassland,Agriculture,Active,24,Total,Richness_OTU,8503,8752,435,493.315315,9,10
SB101,Grassland,Agriculture,Passive,24,Total,Richness_OTU,8823,8752,507,493.315315,9,10
SB127,Grassland,Pasture,Active,4,Total,Richness_OTU,45443,36633,4544.3,3663.3,3,3
