ID,Ecosystem,Prior_land_use,Restoration_strategy,Restoration_time,Fungal group,Metrics,Restored_Mean,Degraded_Mean,Restored_SD,Degraded_SD,Restored_SS,Degraded_SS
SB057,Forest,Agriculture,Active,13,Basidiomycota,Relative abundance,10.45,25.49,1.229756073,12.24,3,4
SB057,Forest,Agriculture,Active,29,Basidiomycota,Relative abundance,9.13,25.49,2.476832655,2.549,3,4
SB057,Forest,Agriculture,Active,44,Basidiomycota,Relative abundance,13.94,25.49,4.156921938,12.24,3,4
SB172,Grassland,Pasture,Active,3,Basidiomycota,Relative abundance,16,26,1.6,2.6,8,8
SB102,Forest,Monoculture plantation,Passive,30,Basidiomycota,Relative abundance,39,27,3.9,2.7,3,4
SB102,Forest,Monoculture plantation,Passive,40,Basidiomycota,Relative abundance,23,27,2.3,2.7,3,4
SB102,Forest,Monoculture plantation,Passive,55,Basidiomycota,Relative abundance,62,27,6.2,2.7,3,4
SB166,Forest,Deforestation,Passive,40,Basidiomycota,Relative abundance,44.53,29.28,21.24264579,5.299481107,5,5
SB166,Forest,Deforestation,Active,40,Basidiomycota,Relative abundance,24.39,29.28,2.593838854,5.299481107,5,5
SB096,Forest,Erosion,Active,2.5,Basidiomycota,Relative abundance,25,30,2.5,3,3,4
SB141,Forest,Deforestation,Active,59,Basidiomycota,Relative abundance,51,30,5.1,3,15,15
SB141,Forest,Deforestation,Active,59,Basidiomycota,Relative abundance,96,30,9.6,3,15,15
SB141,Forest,Deforestation,Active,59,Basidiomycota,Relative abundance,73.5,30,7.35,3,15,15
SB050,Grassland,Pasture,Passive,5,Basidiomycota,Relative abundance,26.379,30.651,9.138300061,13.064,3,4
SB050,Grassland,Pasture,Passive,10,Basidiomycota,Relative abundance,11.304,30.651,2.175455814,13.064,3,4
SB050,Grassland,Pasture,Passive,15,Basidiomycota,Relative abundance,15.575,30.651,4.785656381,13.064,3,4
SB122,Forest,Mining,Active,5,Basidiomycota,Relative abundance,24.19,30.99,2.419,3.099,7,8
SB122,Forest,Mining,Active,5,Basidiomycota,Relative abundance,15.32,30.99,1.532,3.099,7,8
